0_0001001_1_1011011,-364.000000,-366.704407,0.007375
0_0000110_1_1011000,-44.000000,-45.713225,0.037478
0_0001001_0_1001001,292.000000,293.247933,0.004256
0_0000110_0_1110000,56.000000,55.833224,0.002987
0_0001010_1_1110000,-896.000000,-900.741386,0.005264
0_0001001_1_1110011,-460.000000,-463.303239,0.007130
0_0001000_1_1011100,-184.000000,-182.847468,0.006303
0_0001010_0_1001111,632.000000,635.053726,0.004809
0_0001001_0_1101111,444.000000,448.681402,0.010434
0_0001010_0_1111001,968.000000,973.718373,0.005873
0_0001000_0_1001010,148.000000,153.958103,0.038700
0_0001010_0_1011110,752.000000,755.641903,0.004820
0_0001001_1_1011001,-356.000000,-355.260349,0.002082
0_0001001_1_1001111,-316.000000,-316.081476,0.000258
0_0001001_0_1110011,460.000000,465.235303,0.011253
0_0001000_0_1100110,204.000000,203.524046,0.002339
0_0001000_1_1001000,-144.000000,-145.370885,0.009430
0_0001001_1_1110101,-468.000000,-472.018189,0.008513
0_0001000_1_1001001,-146.000000,-147.431648,0.009711
0_0000111_1_1011110,-94.000000,-93.626384,0.003990
0_0000111_1_1101100,-108.000000,-109.305372,0.011942
0_0001010_1_1000000,-512.000000,-515.987306,0.007728
0_0000111_1_1001000,-72.000000,-72.684507,0.009418
0_0001000_0_1100000,192.000000,195.830964,0.019563
0_0001010_1_1110011,-920.000000,-926.552704,0.007072
0_0001010_0_1001000,576.000000,581.602636,0.009633
0_0001001_0_1100011,396.000000,396.152922,0.000386
0_0000110_1_1111000,-60.000000,-58.314766,0.028899
0_0000101_0_1001000,18.000000,19.090449,0.057120
0_0001001_1_1100001,-388.000000,-387.968450,0.000081
0_0001010_1_1010100,-672.000000,-674.667194,0.003953
0_0001000_0_1110101,234.000000,235.579372,0.006704
0_0001001_0_1000101,276.000000,278.479030,0.008902
0_0001010_0_1100011,792.000000,799.170529,0.008972
0_0001000_0_1011101,186.000000,187.122430,0.005998
0_0001010_1_1010011,-664.000000,-673.252133,0.013742
0_0000111_1_1111100,-124.000000,-124.881968,0.007062
0_0000111_0_1010001,81.000000,81.954901,0.011652
0_0000111_0_1001100,76.000000,79.854915,0.048274
0_0001001_1_1010100,-336.000000,-339.532344,0.010404
0_0001010_0_1001001,584.000000,590.726223,0.011386
0_0001010_1_1100111,-824.000000,-828.423982,0.005340
0_0000111_1_1010100,-84.000000,-86.621526,0.030264
0_0001010_1_1000111,-568.000000,-571.330171,0.005829
0_0001000_1_1001000,-144.000000,-144.647763,0.004478
0_0001000_1_1110100,-232.000000,-229.058694,0.012841
0_0001010_0_1010100,672.000000,681.639739,0.014142
0_0001000_1_1100000,-192.000000,-193.246281,0.006449
0_0000110_1_1001000,-36.000000,-33.022306,0.090172
0_0001001_0_1100001,388.000000,393.072088,0.012904
0_0001001_0_1000000,256.000000,255.067891,0.003654
0_0001000_0_1000010,132.000000,134.763826,0.020509
0_0001000_1_1100110,-204.000000,-203.887958,0.000550
0_0001010_1_1100001,-776.000000,-782.930426,0.008852
0_0001010_1_1010000,-640.000000,-644.481014,0.006953
0_0001001_0_1011101,372.000000,378.021624,0.015929
0_0001010_1_1110000,-896.000000,-900.090614,0.004545
0_0001010_1_1010100,-672.000000,-680.880332,0.013042
0_0001000_1_1111100,-248.000000,-247.619309,0.001537
0_0001010_1_1011000,-704.000000,-711.508220,0.010553
0_0000110_0_1101100,54.000000,54.699462,0.012787
0_0001010_0_1010000,640.000000,646.827435,0.010555
0_0000011_1_1000000,-4.000000,-4.154441,0.037175
0_0001010_0_1100010,784.000000,787.627898,0.004606
0_0000100_1_1100000,-12.000000,-11.157521,0.075508
0_0001001_0_1001000,288.000000,290.971013,0.010211
0_0001001_1_1011000,-352.000000,-353.454531,0.004115
0_0001000_1_1111000,-240.000000,-240.058332,0.000243
0_0001000_1_1010100,-168.000000,-168.587686,0.003486
0_0001000_0_1011000,176.000000,176.608431,0.003445
0_0000101_1_1110000,-28.000000,-24.648689,0.135963
0_0001001_1_1010010,-328.000000,-332.840289,0.014542
0_0001000_1_1001100,-152.000000,-151.874404,0.000827
0_0001000_1_1001000,-144.000000,-144.157622,0.001093
0_0001010_0_1110011,920.000000,924.965313,0.005368
0_0001000_0_1101110,220.000000,223.664271,0.016383
0_0001001_0_1010000,320.000000,319.664183,0.001051
0_0001001_1_1101001,-420.000000,-423.908251,0.009220
0_0001001_0_1101111,444.000000,447.308996,0.007398
0_0001010_1_1001110,-624.000000,-630.268346,0.009946
0_0001001_0_1001111,316.000000,319.524896,0.011032
0_0001001_0_1001101,308.000000,309.287254,0.004162
0_0001000_1_1100000,-192.000000,-193.907384,0.009837
0_0000110_1_1010000,-40.000000,-40.416173,0.010297
0_0001000_0_1000100,136.000000,138.348040,0.016972
0_0000111_0_1101010,106.000000,107.644121,0.015274
0_0001001_0_1111101,500.000000,504.561321,0.009040
0_0000110_1_1011100,-46.000000,-46.327082,0.007060
0_0001000_0_1111110,252.000000,256.954726,0.019282
0_0000101_0_1110000,28.000000,25.756077,0.087122
0_0001000_0_1100110,204.000000,207.010500,0.014543
0_0001001_1_1010011,-332.000000,-329.213909,0.008463
0_0001001_1_1101001,-420.000000,-422.979587,0.007044
0_0001001_0_1111100,496.000000,499.145141,0.006301
0_0000101_1_1010000,-20.000000,-19.629098,0.018895
0_0001000_1_1011010,-180.000000,-181.140727,0.006297
0_0000111_0_1111100,124.000000,125.359713,0.010846
0_0000111_0_1011000,88.000000,90.266146,0.025105
0_0001001_0_1100000,384.000000,387.848568,0.009923
0_0001000_1_1000011,-134.000000,-134.648978,0.004820
0_0000010_0_1000000,2.000000,1.921628,0.040784
0_0001000_1_1111010,-244.000000,-242.732017,0.005224
0_0001000_0_1000110,140.000000,141.754577,0.012378
0_0000101_1_1100000,-24.000000,-25.214133,0.048153
0_0001000_0_1001110,156.000000,157.859800,0.011781
0_0001001_1_1011011,-364.000000,-366.571686,0.007016
0_0001001_1_1111111,-508.000000,-509.979886,0.003882
0_0001010_1_1011000,-704.000000,-707.657006,0.005168
0_0001010_0_1100110,816.000000,818.807079,0.003428
0_0000101_1_1001110,-19.500000,-19.255515,0.012697
0_0001000_1_1001000,-144.000000,-141.447871,0.018043
0_0000110_0_1100100,50.000000,50.799053,0.015730
0_0001010_1_1000010,-528.000000,-528.784122,0.001483
0_0000110_0_1111010,61.000000,61.200444,0.003275
0_0001000_1_1111110,-252.000000,-252.336256,0.001333
0_0000101_0_1100000,24.000000,23.900498,0.004163
0_0001001_1_1111000,-480.000000,-484.926730,0.010160
0_0000111_1_1101100,-108.000000,-107.896554,0.000959
0_0001000_1_1001001,-146.000000,-144.803682,0.008262
0_0001000_1_1110100,-232.000000,-232.254279,0.001095
0_0001001_1_1001111,-316.000000,-315.526079,0.001502
0_0001000_1_1101101,-218.000000,-217.440583,0.002573
0_0001001_0_1111011,492.000000,497.070951,0.010202
0_0001001_1_1000010,-264.000000,-263.873092,0.000481
0_0001001_0_1010101,340.000000,342.436229,0.007114
0_0000110_0_1100100,50.000000,50.072650,0.001451
0_0001001_1_1100110,-408.000000,-408.191322,0.000469
0_0001010_0_1011011,728.000000,731.157692,0.004319
0_0001001_0_1101010,424.000000,427.620338,0.008466
0_0000110_0_1101000,52.000000,50.163887,0.036602
0_0000111_1_1110010,-114.000000,-113.596774,0.003550
0_0001001_0_1001111,316.000000,322.104263,0.018951
0_0000101_1_1001000,-18.000000,-18.227387,0.012475
0_0001000_0_1011110,188.000000,188.714981,0.003789
0_0001010_1_1001110,-624.000000,-629.642907,0.008962
0_0001000_1_1011010,-180.000000,-180.880136,0.004866
0_0000111_0_1110100,116.000000,117.439029,0.012253
0_0001000_0_1110100,232.000000,234.102277,0.008980
0_0000111_1_1000000,-64.000000,-61.736245,0.036668
0_0001010_1_1011110,-752.000000,-754.809525,0.003722
0_0000101_0_1000000,16.000000,15.432008,0.036806
0_0001001_1_1100000,-384.000000,-382.746156,0.003276
0_0001000_0_1001010,148.000000,144.608787,0.023451
0_0000111_1_1010100,-84.000000,-85.686683,0.019684
0_0001001_1_1010010,-328.000000,-328.592546,0.001803
0_0001001_0_1010000,320.000000,322.853342,0.008838
0_0001010_1_1001110,-624.000000,-624.755774,0.001210
0_0001010_0_1000110,560.000000,567.545200,0.013294
0_0001001_1_1000111,-284.000000,-285.782331,0.006237
0_0000110_1_1111000,-60.000000,-59.090182,0.015397
0_0001000_0_1011110,188.000000,188.460598,0.002444
0_0000100_1_1110111,-14.875000,-14.899782,0.001663
0_0001010_0_1010011,664.000000,668.009313,0.006002
0_0001001_1_1100100,-400.000000,-405.504027,0.013573
0_0000111_1_1010000,-80.000000,-81.127994,0.013904
0_0000110_0_1110100,58.000000,58.389187,0.006665
0_0001001_0_1010001,324.000000,328.997551,0.015190
0_0001010_1_1000100,-544.000000,-544.619750,0.001138
0_0001010_0_1000011,536.000000,541.053091,0.009339
0_0001001_0_1010101,340.000000,346.675478,0.019256
0_0001001_0_1111100,496.000000,499.982527,0.007965
0_0001010_1_1001011,-600.000000,-609.706172,0.015919
0_0001000_1_1101111,-222.000000,-221.157837,0.003808
0_0001000_0_1001101,154.000000,154.928502,0.005993
0_0001010_0_1011001,712.000000,716.715765,0.006580
0_0001001_1_1011111,-380.000000,-379.556586,0.001168
0_0001000_0_1010010,164.000000,165.050628,0.006365
0_0001000_0_1001000,144.000000,146.438396,0.016651
0_0001000_0_1010100,168.000000,171.802877,0.022135
0_0000111_1_1000110,-70.000000,-70.199121,0.002837
0_0001001_1_1110110,-472.000000,-472.508186,0.001076
0_0000111_0_1100000,96.000000,97.515302,0.015539
0_0000111_1_1000100,-68.000000,-68.881896,0.012803
0_0001010_0_1000110,560.000000,563.177666,0.005642
0_0001000_0_1110010,228.000000,229.064955,0.004649
0_0001001_1_1001101,-308.000000,-307.781736,0.000709
0_0000111_0_1010010,82.000000,81.863365,0.001669
0_0001001_0_1000001,260.000000,261.653657,0.006320
0_0001010_1_1011100,-736.000000,-744.677294,0.011652
0_0001001_1_1100001,-388.000000,-390.426545,0.006215
0_0001001_0_1001001,292.000000,294.808594,0.009527
0_0001000_0_1110010,228.000000,230.300192,0.009988
0_0001010_1_1010000,-640.000000,-645.634885,0.008728
0_0000111_0_1010100,84.000000,83.037270,0.011594
0_0001001_0_1111111,508.000000,509.841827,0.003613
0_0001001_1_1000101,-276.000000,-278.046039,0.007359
0_0000111_0_1111110,126.000000,126.875605,0.006901
0_0001001_1_1111111,-508.000000,-509.095878,0.002153
0_0001010_1_1010001,-648.000000,-648.196940,0.000304
0_0001010_1_1000111,-568.000000,-565.007386,0.005297
0_0001001_0_1000110,280.000000,283.801058,0.013393
0_0000111_0_1000000,64.000000,60.995730,0.049254
0_0000011_0_1000000,4.000000,5.369497,0.255051
0_0001000_1_1001010,-148.000000,-148.663428,0.004463
0_0001001_0_1010000,320.000000,322.230693,0.006923
0_0001000_0_1001010,148.000000,149.473745,0.009860
0_0000011_1_1000000,-4.000000,-3.616665,0.105991
0_0001000_0_1111000,240.000000,239.362726,0.002662
0_0001010_1_1010001,-648.000000,-651.336555,0.005123
0_0001010_1_1011001,-712.000000,-715.178894,0.004445
0_0001010_1_1001000,-576.000000,-582.143312,0.010553
0_0000111_1_1101100,-108.000000,-107.421020,0.005390
0_0001010_1_1001010,-592.000000,-593.935047,0.003258
0_0001010_0_1101011,856.000000,862.779652,0.007858
0_0001001_1_1111000,-480.000000,-481.446511,0.003005
0_0001010_0_1101010,848.000000,855.133729,0.008342
0_0001010_1_1001001,-584.000000,-587.192233,0.005436
0_0001010_0_1011100,736.000000,742.557264,0.008831
0_0001010_0_1101001,840.000000,844.054851,0.004804
0_0001010_0_1011100,736.000000,740.803809,0.006485
0_0001001_0_1011110,376.000000,380.820261,0.012658
0_0001001_1_1011100,-368.000000,-367.805168,0.000530
0_0001010_0_1011100,736.000000,742.698155,0.009019
0_0001000_1_1000110,-140.000000,-138.774842,0.008828
0_0001001_0_1100110,408.000000,413.012305,0.012136
0_0001010_1_1001101,-616.000000,-620.152170,0.006695
0_0001010_1_1101000,-832.000000,-835.220885,0.003856
0_0001000_0_1101100,216.000000,216.787684,0.003633
0_0000110_0_1101010,53.000000,53.669030,0.012466
0_0000111_1_1100100,-100.000000,-100.316943,0.003159
0_0001000_1_1011000,-176.000000,-178.009625,0.011289
0_0001001_1_1011000,-352.000000,-354.367221,0.006680
0_0001001_1_1000001,-260.000000,-261.551655,0.005932
0_0001001_1_1001000,-288.000000,-285.963266,0.007122
0_0001000_0_1001110,156.000000,156.894302,0.005700
0_0000011_0_1000000,4.000000,4.104034,0.025349
0_0001001_0_1011111,380.000000,384.349644,0.011317
0_0001000_1_1111000,-240.000000,-243.247237,0.013350
0_0001010_0_1001100,608.000000,612.738903,0.007734
0_0001000_0_1100011,198.000000,198.619238,0.003118
0_0001001_1_1010010,-328.000000,-325.193536,0.008630
0_0001010_0_1100000,768.000000,774.703446,0.008653
0_0001001_0_1000001,260.000000,263.093472,0.011758
0_0001010_1_1001101,-616.000000,-618.228321,0.003604
0_0001010_1_1000111,-568.000000,-569.103233,0.001939
0_0001001_1_1010111,-348.000000,-347.724853,0.000791
0_0001000_0_1001000,144.000000,143.656816,0.002389
0_0001001_0_1110100,464.000000,464.539395,0.001161
0_0000111_1_1101100,-108.000000,-108.652028,0.006001
0_0001000_0_1000000,128.000000,126.791672,0.009530
0_0001010_0_1010010,656.000000,660.944610,0.007481
0_0001001_0_1001000,288.000000,289.979689,0.006827
0_0000011_1_1000000,-4.000000,-4.293027,0.068256
0_0001010_0_1100111,824.000000,828.884568,0.005893
0_0000111_1_1001100,-76.000000,-77.843431,0.023681
0_0001001_0_1100101,404.000000,405.759652,0.004337
0_0001010_1_1000100,-544.000000,-544.415879,0.000764
0_0000111_1_1000000,-64.000000,-64.413571,0.006421
0_0001010_0_1100100,800.000000,806.567032,0.008142
0_0001001_0_1111011,492.000000,495.999455,0.008063
0_0001010_0_1001111,632.000000,643.331735,0.017614
0_0000110_1_1000000,-32.000000,-32.304226,0.009418
0_0000110_1_1011101,-46.500000,-46.233383,0.005767
0_0001000_0_1111100,248.000000,250.426192,0.009688
0_0000111_0_1100100,100.000000,105.033232,0.047920
0_0001000_0_1000000,128.000000,128.078798,0.000615
0_0000111_0_1010000,80.000000,81.017698,0.012561
0_0001010_0_1101111,888.000000,890.649338,0.002975
0_0001010_0_1010101,680.000000,686.050300,0.008819
0_0001000_1_1001100,-152.000000,-152.789191,0.005165
0_0001000_0_1111110,252.000000,257.886287,0.022825
0_0001010_0_1100010,784.000000,787.440745,0.004370
0_0000111_0_1100000,96.000000,97.346384,0.013831
0_0000110_0_1101000,52.000000,49.401998,0.052589
0_0001000_1_1011000,-176.000000,-175.919226,0.000459
0_0000110_1_1100000,-48.000000,-49.356725,0.027488
0_0001001_1_1001000,-288.000000,-286.692955,0.004559
0_0001001_0_1000111,284.000000,287.243955,0.011293
0_0001001_1_1100111,-412.000000,-414.798626,0.006747
0_0001001_1_1010100,-336.000000,-338.472989,0.007306
0_0001001_1_1101011,-428.000000,-429.403289,0.003268
0_0000111_1_1101110,-110.000000,-110.901121,0.008125
0_0001010_0_1011000,704.000000,713.067421,0.012716
0_0001010_0_1000010,528.000000,533.780316,0.010829
0_0000110_0_1111010,61.000000,61.852199,0.013778
0_0001010_0_1010000,640.000000,642.940518,0.004574
0_0001010_1_1011000,-704.000000,-709.439478,0.007667
0_0001010_1_1010011,-664.000000,-673.994644,0.014829
0_0000110_1_1101000,-52.000000,-55.377060,0.060983
0_0001000_0_1011000,176.000000,177.134384,0.006404
0_0001010_1_1001101,-616.000000,-623.137362,0.011454
0_0001010_0_1011111,760.000000,765.182261,0.006773
0_0000101_1_1100000,-24.000000,-25.480877,0.058117
0_0001010_1_1001000,-576.000000,-577.404762,0.002433
0_0000110_1_1000000,-32.000000,-31.758438,0.007606
0_0001001_0_1000001,260.000000,263.361781,0.012765
0_0000111_1_1110100,-116.000000,-114.424276,0.013771
0_0001001_0_1000000,256.000000,258.586152,0.010001
0_0000100_1_1100000,-12.000000,-11.307283,0.061263
0_0001001_0_1000010,264.000000,269.204291,0.019332
0_0001001_1_1101111,-444.000000,-444.497555,0.001119
0_0001010_1_1001101,-616.000000,-621.696749,0.009163
0_0001010_1_1000000,-512.000000,-517.883530,0.011361
0_0001000_0_1010000,160.000000,160.932050,0.005792
0_0001000_0_1100000,192.000000,189.190839,0.014848
0_0001000_0_1100010,196.000000,197.740923,0.008804
0_0001001_1_1011101,-372.000000,-373.621795,0.004341
0_0001001_1_1000000,-256.000000,-257.482874,0.005759
0_0001001_0_1011111,380.000000,383.532811,0.009211
0_0001001_0_1110000,448.000000,451.355577,0.007434
0_0000011_1_1110000,-7.000000,-6.423048,0.089825
0_0000101_0_1010000,20.000000,20.159247,0.007899
0_0001000_1_1011000,-176.000000,-176.510974,0.002895
0_0001001_1_1000011,-268.000000,-270.756382,0.010180
0_0001001_1_1001110,-312.000000,-314.915847,0.009259
0_0001001_1_1010010,-328.000000,-329.849536,0.005607
0_0000110_1_1111100,-62.000000,-61.837365,0.002630
0_0001001_1_1010100,-336.000000,-337.943210,0.005750
0_0000110_0_1111010,61.000000,61.446704,0.007270
0_0001001_1_1011011,-364.000000,-363.786689,0.000586
0_0001001_0_1001011,300.000000,302.569486,0.008492
0_0001000_0_1100111,206.000000,208.119148,0.010182
0_0000100_0_1000000,8.000000,6.939753,0.152779
0_0001010_1_1000100,-544.000000,-540.729036,0.006049
0_0000111_1_1101100,-108.000000,-109.596747,0.014569
0_0001000_1_1111110,-252.000000,-251.548953,0.001793
0_0001000_1_1111100,-248.000000,-248.580932,0.002337
0_0001001_1_1110011,-460.000000,-458.809744,0.002594
0_0001010_1_1001100,-608.000000,-612.943958,0.008066
0_0001001_0_1000011,268.000000,269.429891,0.005307
0_0001001_0_1101101,436.000000,438.905696,0.006620
0_0001001_0_1000000,256.000000,260.815481,0.018463
0_0001001_0_1100010,392.000000,395.999512,0.010100
0_0000100_0_1100000,12.000000,13.563412,0.115267
0_0001000_0_1111010,244.000000,248.710537,0.018940
0_0001010_0_1000000,512.000000,513.801174,0.003506
0_0001001_0_1001010,296.000000,298.673012,0.008950
0_0001001_0_1010010,328.000000,331.059616,0.009242
0_0001000_1_1111110,-252.000000,-251.978735,0.000084
0_0001001_1_1011011,-364.000000,-363.848129,0.000417
0_0001000_1_1011101,-186.000000,-186.797640,0.004270
0_0001001_1_1000010,-264.000000,-263.037079,0.003661
